aaaa	工 恭恭敬敬
iqyu	光谱
irai	浙东 激荡
irbm	派出
ircy	泒
irdd	激励
irdf	湃
irey	派
irfc	激动
irff	垽
irfh	激起
irg	泊
irgg	小提琴 湟
irgq	激烈
irgw	浜
irgx	激素
irgy	汉白玉
irh	沂
irhk	激战
iria	浙江
irii	汽水
irim	汽油
iriq	激光
iriy	激流 湶 洙
irjq	激昂
irkh	派遣
irkl	派别
irlg	汽车
irlo	潕
irng	激情
irnn	汽
irnt	激发
irqc	溾
irqu	少年儿童
irrg	派兵
irrh	浙
irsg	汽配
irtx	法拉第
irvc	激怒
irwk	湁
irwu	泊位
irwx	激化
irwy	潅
iryt	激
isad	法西斯
isai	河东
isbb	小桂子
isdm	洛杉矶
isfc	湘云
isff	少林寺
isfg	湮
isfi	漂 渿
isfm	河南
isft	脊椎动物
isg	洒
isgc	没想到
isgg	酒
ish	汀
ishg	湘
isid	河湖
isie	漂浮
isii	河水
isit	江西省
isiw	沐浴
isiy	河流 河湾
isjf	河里
isjg	渣
isjh	潭
iskc	酒吧
iskg	河
iskk	河口 湘鄂
islf	漆黑
islp	河边
islu	河畔
islw	学术界
ismd	河岸
ismq	河网
isog	酒精
isoy	潥
ispe	酒家
isqe	河蟹
isre	灪
isrh	淅
issc	漆树
isse	潸
issg	酒杯 河西 湘西
issh	濋
issj	澘
isso	酒楼
isss	潹
issy	淋 溧
isuj	江醉章
isut	河道
isux	河北
iswc	淞
iswd	河段
iswi	漆
isww	河谷
isy	沐
isyh	酒店
isyp	漂亮
isys	河床
isyy	沭
itai	海藻
itaq	省区 海区
itbj	洛阳
itby	海防
itcc	洛桑
itcd	海参
itdg	活
itdj	潪
itdm	海面
itdq	鋈
itdy	沃
itey	洀
itfa	海域
itfc	活动 海运
itfd	省城
itfh	省直 汻
itfk	浩
itfm	海南 灒
itfq	洗 鍌
itgf	少于
itgg	湰
itgm	海瑞
ithd	溴
ithf	省
ithh	海上
ithj	濞
ithk	海战
ithp	涎
itia	海港
itic	海滩
itid	渊源
itie	潲
itii	海水
itij	泛滥
itik	洗澡
itin	活泼
itip	海滨
itit	活活
itiu	海洋
itiy	海湾
itje	沙复明
itjf	海里
itjg	少量
itjr	漡
itkg	洛
itkh	活跃
itkk	海口
itlb	劣
itle	潈
itli	潨
itlp	海边
itlt	活力
itmd	海岸 澳
itmg	海峡
itmq	少见
itmw	省内
itnn	汔
itnt	活性 泲
itny	党委书记
itoh	渊
itol	潘
itov	少数
itoy	湫
itpf	活塞
itpl	海军
itpq	当务之急
itpy	泛 洗礼
itqh	海外 省外
itqt	活儿
itqy	海岛
itr	少
itrd	海拔
itrh	少年
itrk	活捉
itrv	劣势
itss	少林
itsy	涤
itta	省长
itte	潃
ittn	滗
ittr	沉积物
ittv	省委
itud	活着 海关
ituq	少将 海盗
itut	海产
ituy	澳门
itvv	少女 少妇
itwf	常委会 省会
itwi	潻
itwq	少爷
itww	省份 活人
itwx	活佛
itxe	省级
itxi	瀿
itxu	海
ity	汷
itym	省市
ityq	海底
iuag	洋芋
iuah	洴
iuaj	渆
iube	溯
iuce	滚
iudh	洋
iudi	潫
iudp	法兰克福
iudy	浂
iueg	湇
iuej	湔
iufc	滚动
iuff	混凝土
iufh	泮
iug	泣
iugd	渼
iugg	润 潤
iugi	澜 漾
iugy	湵
iuid	水资源
iuit	湖北省 河北省
iuiu	滚滚 滋润
iujf	潼
iujg	涧 澗
iujh	漳
iukf	滋味
iukg	涪
iukk	水产品
iukq	涚 渷
iulj	潧
iult	注意力
iumd	滴
iumt	潎
iuog	湴
iupy	滂
iuqy	洨
iusg	法兰西 湭
iutf	洋行
iutg	滋生
iuto	濓
iutt	浐
iuud	潼关
iuwl	溢
iuww	掌门人 洋人
iuxt	涕
iuxx	滋
iuyy	潣
ivaf	潯
ivag	湼
ivbj	当阳
ivcq	溉
ivdm	当面
ivdn	当成
ivf	当
ivfb	当地
ivfh	当真 津
ivfn	当场
ivfp	湕
ivfy	浔
ivg	汝
ivgd	当天
ivgh	当下
ivhc	溲
ivhh	潚
ivic	沼泽
iviy	渌
ivjf	当时
ivjj	当日
ivjq	当晚
ivjs	漅
ivkg	沼 洳
ivkh	当中
ivky	灉
ivlg	淄
ivmh	津贴
ivmm	梁山
ivnn	当局
ivnt	染发
ivou	染料
ivpc	浸
ivpu	当初
ivqc	染色
ivqd	当然
ivqo	潟
ivqt	当儿
ivrg	当兵
ivrh	当年
ivsu	染
ivtf	当选 当先
ivtk	涒
ivud	当着 当头
ivue	当前
ivvc	当即
ivvy	小姑娘
ivwa	当代
ivwd	当做
ivwo	粱
ivws	梁
ivwt	当作
ivww	当众
ivwy	当今
ivyh	涩
iwbb	小伙子
iwbn	沧
iwbq	沦陷
iwcn	滃
iwdi	清华大学
iwdl	兴奋
iwdn	兴盛
iwdy	洑
iwef	脊
iweg	鹡
iweo	鶺
iwfc	举动 浍
iwfh	举 兴趣 兴起
iwfi	漈
iwfm	淮南
iwfy	泭
iwga	瀹 渰
iwgc	兴致
iwgd	湀
iwgj	渝
iwgk	洽
iwgu	澄
iwhh	举止
iwhn	滺
iwig	澄清
iwis	淮河
iwit	沧海
iwjg	兴旺
iwkq	涗
iwlg	兴国
iwlw	举办 兴办
iwou	涂料
iwoy	濮
iwqu	滏
iwra	举措
iwrb	举报
iwrj	挙
iwrt	举手
iwtc	没什么 溆
iwtf	举行
iwtr	混合物
iwty	涂
iwu	兴
iwug	涖
iwvf	兴建
iwvl	湓
iwvn	汾
iwwk	浴
iwww	举人
iwxn	沦
iwyc	泠
iwyf	誉 雀 準
iwyg	淮
iwyk	滄 兴衰 浛
iwyl	誉为 沦为
iwyn	汵
iwys	潗
ixal	江纳苗
ixcy	泓
ixeu	沸腾
ixey	湪
ixft	消费者
ixgq	瀰
ixhk	沸点
ixjh	沸
ixkk	消费品
ixmh	涨幅
ixty	涨
ixuu	溺
ixwy	涨停 潍
ixxk	党组织
ixxr	湝
iyac	渡
iyaq	沙市区
iyay	流芳
iybb	游子 漷
iybc	漓
iybg	淳
iybm	流出
iybt	潡
iyca	游戏
iyce	流通 淯
iycq	流 鎏
iyct	澈
iydf	液压
iyeg	小康县
iyfa	流域
iyfc	流动
iyfh	梁启超
iyfk	流露
iyfm	济南 游击
iyfp	渡过
iygf	游玩
iygg	注
iygh	流下
iygk	流速
iyhy	汴
iyia	渡江
iyid	洞庭湖
iyif	浪潮
iyih	流泪
iyii	流水
iyij	浪漫
iyin	淤泥
iyir	流派
iyis	渡河
iyiy	游泳
iyje	注明
iyjf	済 瀍
iyjg	流量 湻
iyjh	济 流畅 浏
iyjj	液晶
iyjt	浏览 游览 流星
iyke	瀼
iykh	学府路
iykk	渡口
iylg	澶
iyly	沩
iyma	流贼
iymk	滈
iymm	注册
iynd	涙
iyni	泳
iynt	沪
iynx	漉
iyny	瀛 灜
iyos	滦
iyox	湾
iype	濠
iypg	注定
iypt	游客
iypy	注视
iyrw	流失
iysd	灖
iytb	游
iytf	游行 流行 浒
iytg	注重
iyth	洲 漩
iytk	流程 淤积
iytl	流血
iytm	注射 流向
iyto	注释
iytr	游牧
iyty	注入 流入
iyu	尐
iyuj	注意
iyuo	濂
iyut	常言道
iyve	浪
iyvk	溏
iywf	流传 淬
iyws	液体 流体
iywu	淤
iyww	游人
iywy	液
iyxc	流经
iyxj	浪费
iyxl	滀
iyxy	泫
iyy	汶
iyyb	游离
iyyg	氵
iyyn	流氓 流亡 游记
iyyt	流放
iyyy	流言
jaak	暱
jada	蟒 蠎
jadi	师范大学
jafc	暴动
jafg	暴雨 蚶
jafk	暴露
jag	虹
jagd	星期天
jagw	螨
jaht	蚜
jaib	师范学院
jajd	蟆
jajg	蜡
jakg	蜮 螼
jalt	暴力 蠛
jamd	暎
jamw	蜹 曂
jano	煚
jans	蝶
jaoj	蜡烛
jape	曚 蠓
japf	明世宗
japs	蝾
jatf	暴行
jatj	晓得
jatq	晓 蛲
jawc	蠖
jawi	暴
jbcu	最
jbdd	最大
jbih	最小
jbip	最深
jbit	最少
jbjh	最早
jblg	蜢
jbmh	昢
jbmw	电子邮件
jbnn	电子书 最快
jbpu	最初
jbrg	最后
jbrp	最近
jbta	最长
jbtf	最先
jbus	最新
jbut	电子商务
jbvb	最好
jbwf	最佳
jbwq	最低
jbxk	最强
jbxt	最终
jbyl	最为
jbym	最高
jcaj	昪
jcdg	坚硬
jcef	肾
jceh	蛹
jcey	肾脏
jcff	坚
jcfg	蛏
jcfh	竖起
jcg	蚂
jcjc	紧紧
jcjy	蚂蚁
jcld	坚固
jcmu	贤
jcpf	坚守
jcpg	坚定
jcpn	紧密
jcpu	坚实
jcqv	紧急
jcrf	坚持
jcrh	蛑
jcrp	紧迫
jcuf	竖 紧闭
jcun	坚决
jcux	贤弟
jcwy	坚信
jcxi	紧
jcxk	坚强
jcxt	紧张
jcyv	贤良
jday	曞
jdbj	晒太阳
jddn	蛎
jdfe	晨
jdff	蝰
jdg	蛄
jdhh	蚌
jdih	电磁波
jdja	蝴蝶
jdjm	显而易见
jdne	蛖
jdnt	晟 晠
jdpy	明成祖
jdri	螈
jdu	旲
jdui	蟟 暸
jdwj	蝽
jdwu	昃
jedq	明确
jeee	明月
jefc	暖
jefj	明朝
jeft	明教
jeg	明
jegd	明天
jegg	蛆
jegl	勗
jegr	明珠
jegs	明末
jeig	明清
jeiy	暖流
jeje	明明
jejj	明日
jejo	明显
jejt	明星
jekq	明史
jelf	盟
jelg	盟国
jepa	曌
jepc	暧
jepl	盟军
jeqt	明儿
jerh	明年
jerm	暚
jerr	明白
jetd	明知 明智
jetk	暖和
jewa	明代
jeyg	盟主
jeyp	明亮
jfab	时节
jfad	时期
jfam	蟦
jfaq	暁
jfcb	野
jfcf	墅
jfcu	昙
jfcy	蚑
jfd	里
jfde	时髦
jfdf	时辰
jfdj	曘 蠕
jfdm	里面 时而
jff	圼
jffc	蠕动
jffg	蛙
jffy	時
jfgk	时速
jfh	旰
jfhk	野战
jfim	时尚
jfip	时常
jfiq	时光
jfiy	昧
jfj	旱
jfjf	时时
jfjj	时日
jfke	蟛
jfkf	野味
jfkk	显示器 蟢
jflp	里边
jfny	野心
jfov	时数
jfpw	时空
jfqh	野外
jfrb	时报
jfsm	时机 电动机
jftg	野生
jftj	暑
jftk	里程
jfud	里头
jfuj	时间
jful	野兽
jfwa	时代
jfwh	时候
jfwt	时任
jfwv	时分
jfww	野人 时人
jfwy	蚨
jfy	时
jfyn	时刻
jfyo	野蛮
jfyu	时说
jgai	师范
jgbb	量子
jgcf	蛭
jgdd	师大
jgdj	是非
jgdn	旺盛
jgdu	昊
jgeg	晴 蜻
jgey	晡
jgf	旦
jgfj	明王朝
jgfy	晴雯
jgg	旺
jgga	题型
jggi	是否
jghf	昰
jghh	题目 韪
jghm	题 題
jgho	鶗
jght	尟
jghu	是
jghx	匙
jghy	虾
jgip	明末清初
jgjf	量
jgjg	是不是
jgji	蝀
jgjn	蟪
jgkg	晤
jgkj	曧
jgkl	蝠
jgkq	师兄
jglf	师团
jgmh	师
jgmv	鼂
jgmw	昞 昺 蛃
jgmy	蜽
jgqp	逿
jgqt	敭
jgsf	题材
jgsk	师哥
jgsy	昩
jgta	师长
jgtf	师徒
jgtg	师生
jguq	师资
jguw	蛱
jgux	师弟
jgvf	师妹
jgvy	师娘
jgwf	监事会
jgwg	师傅
jgwq	师父
jgww	是从
jgxg	师母
jgyl	题为
jgyn	题词
jhad	早期
jhaw	申花
jhbw	冒险
jhce	畅通
jhf	冒
jhgi	朄
jhh	刂
jhhc	蠼
jhhh	早上
jhhk	早点
jhhq	早餐
jhhx	早些
jhjd	早晨
jhjh	早早 晫
jhjj	早日
jhjq	早晚
jhk	申
jhln	勖
jhng	曰
jhnh	早
jhnn	早已
jhnr	畅
jhny	虫
jhpl	野战军
jhqi	畅销
jhqn	早饭
jhqt	冒犯
jhrb	申报
jhrh	早年
jhsc	监督权
jhtd	早知
jhyc	冒充
jhyg	申请
jhyi	早就
jhyr	申诉
jias	蟝
jieg	蛸
jifc	晃动
jiga	明洪武
jipf	螳
jiqb	晃 晁
jjab	电影节
jjad	日期
jjai	曝
jjap	晶莹
jjbb	日子
jjbm	日出
jjbp	电影院
jjdg	晶石
jjdl	日历
jjee	日月
jjet	日用
jjf	昌
jjfh	日趋
jjfn	日志
jjfq	日元
jjgh	蛳
jjgr	暘
jjil	日渐
jjip	日常
jjiq	曝光 日光
jjje	曟
jjjf	晶
jjjg	曡
jjjj	日
jjjv	日照
jjpl	日军
jjqn	蝎 暍
jjrb	日报
jjrg	日后
jjsg	日本
jjtg	暒
jjtk	日程
jjue	日前
jjuw	日益
jjws	晶体
jjyi	暻
jjyn	日记
jjyw	日夜
jjyy	日方
jkgd	蜈
jkjn	蝇
jkjw	蜈蚣
jklt	影响力
jkmw	蜗
jkux	师兄弟
jlcb	鄤
jlcu	曼
jleg	蝟
jlf	蛊
jlfj	曙
jliq	曙光
jlkg	蛔
jlqj	蠋
jlww	曼谷
jlxi	螺
jlxy	曪
jlyl	是因为
jlyt	螺旋
jmag	蛐
jmdw	愚蠢
jmdy	映
jmfg	蚦 蚺
jmfk	蜩
jmg	蚰
jmgc	遇到
jmgn	日内瓦
jmgu	暟
jmhh	遇上 帅
jmhm	颙 顒
jmhn	愚
jmhp	遇
jmhy	禺
jmmq	遇见
jmn	虮
jmqn	蚬
jmwk	蠵
jmwy	蚋
jnaw	电荷
jnbb	电子
jnbe	电阻
jnce	电能
jnck	电台
jndf	电压
jndu	电磁
jney	电脑
jnfn	电场
jng	蛡
jngg	暅
jnhc	暇
jnhh	暐
jnib	电池
jnid	电源
jnij	曯
jniy	电流
jnjy	电影
jnkh	电路
jnkk	电器
jnlt	电力
jnn	虬
jnpd	遢
jnpy	电视
jnrb	电报
jnrn	电气
jnrt	旸
jnse	电极
jnsm	电机
jnsu	电梯
jnv	电
jnwy	电信 曜
jnxj	电缆
jnxn	昵
jnyt	电话
jnyy	蚇
joaf	显著
jobm	显出
jofi	显示
jofk	显露
jofo	显赫
jogf	显
jogm	显现
jogw	曗
jooy	晱
joqd	显然
jotj	显得
jou	炅
jovg	蝼
joya	星火计划
jpck	电视台
jpdi	曢
jpdk	螛
jpfq	晥
jpgg	暄
jpgm	蠙
jpgw	螾
jpjt	蜿蜒
jpju	螟 暝
jplh	晖
jplj	晕
jpnd	电视剧
jpqb	蜿
jpsm	电视机
jpvf	晏
jpxn	蛇
jqad	晚期
jqay	蚳
jqbj	昂
jqdh	晞
jqdj	晚辈
jqdy	蟾
jqgf	易于
jqhh	晚上
jqig	晚清
jqjq	晩
jqkg	昫
jqkh	昂贵
jqko	煦
jqkq	晚 冕
jqnn	蚫
jqqn	晚饭
jqrb	晚报
jqrh	晚年
jqrj	剔
jqrm	遏制
jqrn	惖
jqrr	易
jqtb	昴
jqth	歇息
jqud	紧急状态
jqug	蚐 昀
jqwf	晚会
jqwn	曷
jqwp	遏
jqww	歇
jrct	最后通牒
jrgg	蝗 蚯
jrh	昕
jrif	暭
jriy	蛛
jrjx	蚯蚓
jrno	暣
jrrh	晣
jrtf	蜱
jrud	紧接着
jrwx	电气化
jsbb	果子
jsdm	颗 顆
jsfh	果真
jsg	晒
jsgy	日本政府
jshc	敤
jsi	果
jskg	蚵
jslf	果园
json	果断
jsou	颗粒
jspu	果实
jsqd	果然
jsqq	夥
jsrh	蜥 晰
jssc	果树
jssy	晽
jsu	杲
jtad	星期
jtaj	昇
jtdg	蛞
jtdh	蜂
jtdk	蜘
jtdx	蟠龙
jteg	监利县
jtfc	星云
jtfh	临走
jtfk	晧
jtfn	蚝
jtfp	蜓
jtga	戥
jtgd	昨天
jtgf	星 鉴于 星球
jtgg	甠
jtgo	曛
jtgq	临死
jthf	昨 蚱
jthi	监督
jthk	晷
jthn	螅
jthp	蜒
jtim	监测
jtiq	星光
jtjf	临时
jtjh	蜊
jtjj	昨日
jtjq	昨晚
jtjr	蜘蛛
jtjt	星星 蝮
jtju	蝌蚪
jtkg	蛒
jtkl	鉴别
jtlw	临界
jtmk	晌
jtnn	虼
jtol	蟠
jton	蟋
jtoo	星火
jtpg	鉴定
jtpn	蜂蜜
jtpv	临安
jtpw	监察 星宿
jtpy	监视
jtqt	监狱
jtrp	临近 监控
jtrt	蛾
jtry	监护
jtss	监禁
jttj	监利
jttp	监管
jttx	星系
jtuf	蝌
jtxe	星级
jtxt	临终
jtxu	晦
jtyg	暀
jtyj	临
jtyl	监
jtyq	鉴 览
jtys	临床
jtyw	昨夜
judb	蜷
judh	蛘
judk	蟮
juf	昱
jufh	蚪
jufi	暗示
jugt	曦
jujf	蝉
jujg	暗
jujh	暲
juju	暗暗
jukh	暗中
jukk	暗器
jukq	蜕
jupy	螃
juqm	蠀
juqy	蛟
jush	暗想
juth	暗自 暗算
juut	暗道
juwl	螠
jvb	旯
jvdb	照顾
jvg	归
jvgf	归于
jvgi	归还
jvgo	归来
jvhc	螋
jvhh	蟰
jviq	照耀
jvje	照明
jvkg	昭
jvko	照
jvlg	归国
jvnt	归属
jvou	照料
jvsh	照相
jvsu	照样
jvth	照片
jvtm	照射
jvvt	昭君
jvwc	归公
jvwg	照例
jvwt	归侨
jvxf	归结
jvxm	归纳
jwam	蟘
jwcn	暡
jwcy	蚣 昖
jwfy	蚹
jwgd	暌
jwgk	蛤
jwjh	蚧
jwkq	蛻
jwmm	昆仑山
jwno	螐
jwqy	蚥
jwtp	晶体管
jwty	蜍
jwvn	蚡
jwvt	蛜
jwxf	晔
jwyc	蛉
jwyk	晗
jwyn	昑
jwyo	蟭
jwyp	暹
jxe	曳
jxhh	蚓
jxje	昆明
jxjh	昆虫
jxln	蚴
jxwx	昆仑
jxxb	昆
jxxn	蚍
jyaq	景区
jyaw	曠
jybb	影子
jybc	螭
jybt	暾
jycm	景观
jygg	蛀
jyhk	景点
jyie	影
jyim	颢
jyiu	景
jyiy	晾
jyjf	旷野
jyjg	蝙蝠
jyjh	蛴
jyke	曩
jykt	影响
jymk	暠
jymt	最高峰
jyn	昉
jyna	蝙
jynk	影壁
jynn	虻
jypy	影视
jyqc	景色
jyqi	明永乐
jyqj	景象
jyqy	蚁
jyt	旷
jyth	影片
jytr	景物
jyu	旻
jyuo	蠊
jyvb	螂
jyve	蜋
jyvk	螗
jywf	晬
jywq	影像
jyxf	蟀
jyy	蚊
kaah	咬牙切齿
kabb	叶莲子
kadk	喏
kadn	啿
kadq	哈萨克
kadr	嘶
kady	哈萨克族
kafl	嘞
kag	叿
kagg	哐
kaht	呀
kajn	噶
kajy	噧
kaka	哎呀
kakf	呕吐
kakm	中共中央
kalg	喵
kamh	咂
kann	呭 呓
kans	喋
kapl	唠
kaqy	哎 呕
katq	哓
kawk	嗒 嗬
kaws	嗏
kawy	哄
kaxn	中世纪
kbcc	嗫
kbeg	唨
kbg	吇
kbh	叩
kbhj	嗤
kbkx	啊哟
kbmh	咄
kbn	吔
kbnn	吼
kbnt	戢
kbsk	啊
kbud	叩头
kcb	邑
kcbb	嗓子
kccc	啜
kccs	嗓
kcep	嗵
kcg	吗
kcn	吧
kcqn	吮
kcrh	哞
kcrn	叹气
kcrp	鄂豫皖
kctd	唉
kcth	叹息
kcuj	嗓音
kcwt	唆
kcy	叹
kdbn	呃
kdeg	哊
kdff	嗕 啀 喹
kdfn	喊声 咵
kdg	咕
kdgt	喊
kdha	嘎
kdht	嗄 嘁
kdic	顺治
kdjd	啡 嚈
kdjf	喱
kdjn	唵
kdkn	喊叫
kdlg	吴邦国
kdln	呖
kdmy	顺
kdoy	咴
kdpy	哒
kdrt	顺手
kdrv	顺势
kdsf	吴三桂
kdth	嚦
kdtj	顺利
kdud	顺着
kdui	嘹
kdut	喊道
kduw	噘
kdwg	顺便
kdwt	嗪
kdww	顺从
kdxn	咙
kdy	吠
kdyc	顺序
kdyw	叶大鹰
kdyy	呔
kebc	吸取
kebw	吸附
kef	肙
keft	哺乳动物
kegg	咀
keke	咀嚼
kelf	嚼
kenh	吸收
keol	吸烟
kepc	嗳
kept	噯
keqg	鹃
keso	吊脚楼
kesy	啋
kexd	嗘
kexh	吸引
keyy	吸 啄
kfam	喷 噴
kfat	吐蕃
kfbb	叶子
kfbm	喷出
kfcl	嗑
kfcy	吱
kfdj	嚅
kffg	哇
kffk	吐露
kfg	吐
kfh	叶
kfhw	嗔
kfit	中南海
kfiy	味
kfje	嘲
kfke	嘭
kfkf	喃喃
kfkg	咭
kfkk	嘻
kfkm	哮喘
kflb	鄙
kfmf	喃
kfnt	喷发
kfoo	嚇
kfoy	哧
kfpb	哱
kfph	嚏
kfpi	嗦
kfpu	噎
kfqn	呒
kfqt	味儿
kftb	嘟 哮
kfth	叶片
kftj	嗜 啫
kftt	嘲笑
kfuk	中南部
kfut	味道
kfwy	呋 嚯
kfy	吋
kgbh	郢
kgbm	噸
kgbn	吨
kgcn	哑巴
kgdc	号码 史天雄
kgdu	吴
kgey	哺
kgf	呈
kgfg	吓坏
kgfh	吁
kgfp	只不过
kggm	呈现
kghn	噁
kghy	吓
kgig	呸
kgiy	中下游 吥
kgjq	哽
kgke	囔
kgkg	唔
kgkh	嗝
kgkj	喇
kgkl	哽咽
kgkt	數
kgkv	婁
kgkw	喇叭 嗽
kgky	喇嘛
kgmj	嘈
kgmy	啧 啢
kgnb	号
kgne	饕
kgng	鸮
kgog	哑
kgpd	逞
kgqe	号角
kgqj	咧
kgqt	嗷
kgto	叶碧秋
kgtq	号称
kguh	呯
kgvh	啑
kgvk	号召
kgvv	啛
kgwy	号令 吴仪
kgxi	嗉
kgxw	咦
kgyd	另一方面
khad	中期 噳
khae	噱
khag	嘘
khah	忠臣
khai	中东 跌落
khaj	躇
khal	嚧
kham	唬
khan	距
khaq	跷
khas	蹀
khat	中医
khaw	中共 蹒
khax	中药
khay	躏
khbb	路子 中子 躡
khbc	蹑
khbd	跟随
khbj	贵阳 中阳
khbm	跳出 跃出
khbw	中队
khce	中能 踊
khck	跆
khcn	嘴巴
khcs	蹂
khdc	跋
khdd	中大
khdf	嘴唇 踌
khdg	跖
khdh	趴在 遗存
khdi	蹽
khdj	踳
khdk	踦
khdm	路面
khdn	跨
khdp	跶
khdr	中原
khdt	噦
khdw	蹶
kheg	啃
khes	踩
khev	蹈
khey	趿
khfc	跳动
khff	跬
khfh	遗址 跃起 跨越
khfl	足协
khfm	中南
khfn	中专 中场
khfp	路过
khft	踜
khfw	趺
khga	中型 踁 趼
khgf	足球 忠于
khgh	跪下 足下
khgm	贵
khgo	中亚
khgp	遣 遗 遺
khgt	践
khgx	中毒 躧
khhc	跛
khhg	趾
khhh	路上 踏上 跃上 跟上
khhi	踄
khhj	踔
khhy	咔
khie	蹐
khif	蹚
khih	中小
khii	跳水
khij	踏
khim	嚬
khin	遗漏
khip	中学 中常 中堂
khiq	跳
khiw	中兴
khiy	中游 中洲
khjf	嘴里
khjh	啅
khjj	中日
khjn	蹋
khjr	踢
khjs	踝
khjt	中星
khjy	踪影
khk	中
khkf	中叶
khkg	呫
khkh	跟踪 中路 踌躇 跳跃 蹂躏 足足 踉跄
khkk	路口
khkn	遗嘱
khks	躁
khlf	盅
khlg	中国 跨国
khlk	跏
khlp	路边 嘴边
khmd	中央
khme	蹦
khmg	跚
khmj	踹
khmm	中山
khms	跺
khnd	遗憾 踞
khnf	中层 蹡
khnn	遗书 跽
khnt	中性
khnu	忠
khny	中心 忠心 足以
khon	中断
khos	路灯
khoy	蹼
khpb	踠
khph	蹿
khpi	踪
khpl	中军
khpr	贵宾
khpu	踏实 忠实
khpx	跎
khqb	跪
khqe	嘴角
khqh	中外
khqi	跞
khqj	中旬
khqk	足够
khql	蹓
khqn	跑
khqy	遗留 趵
khrh	中年 踲
khrl	跳舞
khrm	跳投 踬
khrw	跌
khrx	中指
khsa	中枢
khsg	跳槽 中西
khst	路桥
khtc	路径
khtd	跃
khtf	中等 中午 中行 踵
khtg	贵重 鹭
khtk	路 中和 蹻
khtm	跻身 躦 躜
khtp	跹
khtq	跣
khtr	遗物
khtv	踒
khu	足
khua	蹉
khud	跟着 躘
khue	跟前
khuf	蹲
khuh	蹄
khuj	中间 蹭
khuk	中部 踣
khup	路旁
khuq	中将 跤
khut	遗产 中道 跑道
khuu	中立
khuv	踥
khve	跟
khvn	贵妃 躐
khwa	踚
khwb	啮 跄
khwd	中段
khwf	遗传 跗
khwg	跪倒 遣使 跌倒
khwj	中介 踰
khws	遗体
khwt	中途
khwu	蹬
khww	贵人
khwx	中华
khwy	趴
khxe	嘴 中级
khxf	跸
khxg	路线 中线
khxn	呲
khxy	中纺
khy	卟
khya	跨度
khyb	距离
khyc	踱
khyd	忠诚
khye	踉 躟
khyj	跻
khyk	踮
khyn	遗忘 蹴
khyo	遗迹 踪迹 足迹 蹠 跡
khyq	忠义
khyt	贵族 贵州 蹾
khyy	中文 中方
kids	中流砥柱
kieg	哨
kihc	啵
kiip	中小学
kilk	吵架
kipf	嘡
kipl	噹
kiqn	咣
kitg	中学生
kitt	吵
kitu	嗨
kiwo	中小企业
kiyq	吴汝义
kjaw	喝茶
kjbc	嘬
kjes	喝彩
kjfg	哩
kjfh	哻
kjgr	啺
kjhh	呻
kjii	喝水
kjis	喝酒
kjjg	唱
kjkw	呻吟
kjlg	嗢
kjmy	喁
kjnb	黾
kjqd	虽然
kjqn	喝
kjsk	唱歌
kjth	唱片
kju	虽
kjug	喅
kjut	喝道
kjyu	虽说
kkai	鄂东
kkbb	口子
kkcf	骂
kkde	患有
kkdk	器 嚣
kkdm	吕布
kkdt	哈哈大笑
kkdu	哭
kkeb	口服
kkep	口腔
kkf	吕
kkfb	鄂
kkfg	鹗
kkfm	鄂南 颚
kkfn	哭声 噪声
kkft	患者
kkgr	串珠
kkhk	串
kkhn	患
kkhw	器具
kkip	品尝
kkiu	哭泣
kkjf	口里
kkjk	丳
kkkf	品 口味
kkkg	口号
kkkh	口中
kkkj	劋
kkkk	口
kkkm	嵒 喦
kkkq	口吻
kkks	噪
kklj	哵
kkln	鼍
kkmb	咒
kkmd	口岸
kkpf	斝
kkpn	器官
kkqn	呪
kkrf	品质
kkrn	口气
kksa	器械
kksf	器材
kksg	鄂西
kktc	口径
kktf	品德
kkth	品牌
kktk	品种
kktr	器物
kkud	口头
kkug	患病
kkuj	口音
kkut	呼吸道
kkwa	口袋
kkwr	器件
kkwu	品位
kkww	骂人
kkwy	呮
kkxe	品级
kkyg	口语
kkyh	喌
kkyt	鄂州
klb	另
klbw	中国队
kldi	中国大学
kldn	嗯
kldy	咽
kleg	喟
klff	嚜
klfo	嘿
klfy	啭
klg	呬
klge	喂
klgy	中国政府 啯
klh	呷
kljf	别墅
kljh	别
klkd	咖啡
klkf	中国足协
klkg	咖
klkl	嘿嘿
klkw	咽喉
kln	叻
klqh	另外
klqj	噣
klqk	别名
klqy	啰
klrq	别的
kltf	另行 中国移动
klth	别处
klwn	跨国公司
klww	别人
klxg	中轴线
klyu	别说
kmaa	员工
kmak	嗣
kmaw	唺
kmbh	郧
kmbj	郧阳
kmdj	喘
kmee	嘣
kmeg	嗗
kmfk	啁
kmgy	中央政府
kmhj	吊
kmip	中山堂
kmkd	呐喊
kmln	勋
kmmv	嘤
kmn	叽
kmnk	喎
kmpt	中央军委
kmqy	哕
kmrn	喘气
kmth	喘息
kmtk	中央委员
kmty	吶
kmu	员 員
kmuj	勋章
kmwj	剐
kmwl	中山公园
kmws	中央集权
kmwu	呙
kmwy	呐
kmy	呗 唄
knbm	啒
kndg	啹
knfn	叫声 叫卖
kngf	喔
kngg	叼
knhh	叫
knit	中书省
knkd	叫喊
knku	噼
knkw	嘱咐
knmj	唰
knnw	噀
knty	嘱
knwd	叫做
knwt	叫作
knwx	叫化
knxn	呢
kny	吣
knyt	哈尼族
